district_name,division,crop_id,crop_name,crop_category,currently_grown,suitability_score,current_area_hectare,current_production_mt,potential_additional_area_hectare,potential_additional_production_mt,potential_oil_from_additional_mt,required_hub_equipment,priority_level,data_reliability
Dinajpur,Rangpur,potato,Potato,tuber,yes,5,42000,924000,10000,220000,0,cold_storage,high,actual
Dinajpur,Rangpur,wheat,Wheat,cereal,yes,5,28000,86800,12000,37200,0,flour_mill,high,actual
Dinajpur,Rangpur,maize,Maize,cereal,yes,5,35000,262500,15000,112500,0,dryer,high,actual
Dinajpur,Rangpur,mustard,Mustard/Rapeseed,oilseed,yes,5,32000,38400,25000,30000,12000,oil_mill,high,estimated
Dinajpur,Rangpur,lentil,Lentil,pulse,yes,4,12000,12000,8000,8000,0,dryer,high,estimated
Gaibandha,Rangpur,aman_rice_long,Traditional Aman Rice,cereal,yes,4,52000,145600,5000,14000,0,rice_mill,high,estimated
Gaibandha,Rangpur,boro_rice_regular,Regular Boro Rice,cereal,yes,4,42000,189000,4000,18000,0,rice_mill,high,estimated
Gaibandha,Rangpur,mustard,Mustard/Rapeseed,oilseed,yes,4,25000,30000,22000,26400,10560,oil_mill,high,estimated
Gaibandha,Rangpur,maize,Maize,cereal,yes,4,15000,112500,8000,60000,0,dryer,high,estimated
Gaibandha,Rangpur,groundnut,Groundnut/Peanut,oilseed,yes,4,8000,12000,12000,18000,8640,oil_mill,high,estimated
Kurigram,Rangpur,aman_rice_long,Traditional Aman Rice,cereal,yes,4,45000,126000,5000,14000,0,rice_mill,high,estimated
Kurigram,Rangpur,boro_rice_regular,Regular Boro Rice,cereal,yes,3,28000,126000,3000,13500,0,rice_mill,medium,estimated
Kurigram,Rangpur,mustard,Mustard/Rapeseed,oilseed,yes,4,18000,21600,18000,21600,8640,oil_mill,high,estimated
Kurigram,Rangpur,maize,Maize,cereal,yes,4,12000,90000,8000,60000,0,dryer,high,estimated
Kurigram,Rangpur,groundnut,Groundnut/Peanut,oilseed,yes,4,6000,9000,10000,15000,7200,oil_mill,high,estimated
Lalmonirhat,Rangpur,aman_rice_long,Traditional Aman Rice,cereal,yes,4,35000,98000,4000,11200,0,rice_mill,high,estimated
Lalmonirhat,Rangpur,boro_rice_regular,Regular Boro Rice,cereal,yes,4,28000,126000,3000,13500,0,rice_mill,high,estimated
Lalmonirhat,Rangpur,maize,Maize,cereal,yes,5,25000,187500,12000,90000,0,dryer,high,actual
Lalmonirhat,Rangpur,mustard,Mustard/Rapeseed,oilseed,yes,4,15000,18000,14000,16800,6720,oil_mill,high,estimated
Nilphamari,Rangpur,aman_rice_long,Traditional Aman Rice,cereal,yes,4,42000,117600,4000,11200,0,rice_mill,high,estimated
Nilphamari,Rangpur,boro_rice_regular,Regular Boro Rice,cereal,yes,5,45000,202500,4000,18000,0,rice_mill,high,actual
Nilphamari,Rangpur,maize,Maize,cereal,yes,5,22000,165000,10000,75000,0,dryer,high,actual
Nilphamari,Rangpur,mustard,Mustard/Rapeseed,oilseed,yes,4,16000,19200,14000,16800,6720,oil_mill,high,estimated
Nilphamari,Rangpur,potato,Potato,tuber,yes,4,15000,330000,5000,110000,0,cold_storage,high,estimated
Panchagarh,Rangpur,aman_rice_long,Traditional Aman Rice,cereal,yes,4,25000,70000,3000,8400,0,rice_mill,high,estimated
Panchagarh,Rangpur,boro_rice_regular,Regular Boro Rice,cereal,yes,4,20000,90000,2500,11250,0,rice_mill,high,estimated
Panchagarh,Rangpur,wheat,Wheat,cereal,yes,4,8000,24800,5000,15500,0,flour_mill,high,estimated
Panchagarh,Rangpur,mustard,Mustard/Rapeseed,oilseed,yes,4,10000,12000,10000,12000,4800,oil_mill,high,estimated
Panchagarh,Rangpur,maize,Maize,cereal,yes,3,6000,45000,4000,30000,0,dryer,medium,estimated
Rangpur,Rangpur,aman_rice_long,Traditional Aman Rice,cereal,yes,5,75000,210000,5000,14000,0,rice_mill,high,actual
Rangpur,Rangpur,boro_rice_regular,Regular Boro Rice,cereal,yes,5,65000,292500,4000,18000,0,rice_mill,high,actual
Rangpur,Rangpur,potato,Potato,tuber,yes,5,38000,836000,10000,220000,0,cold_storage,high,actual
Rangpur,Rangpur,maize,Maize,cereal,yes,5,30000,225000,12000,90000,0,dryer,high,actual
Rangpur,Rangpur,wheat,Wheat,cereal,yes,4,15000,46500,8000,24800,0,flour_mill,high,estimated
Rangpur,Rangpur,mustard,Mustard/Rapeseed,oilseed,yes,5,28000,33600,22000,26400,10560,oil_mill,high,estimated
Thakurgaon,Rangpur,aman_rice_long,Traditional Aman Rice,cereal,yes,4,38000,106400,4000,11200,0,rice_mill,high,estimated
Thakurgaon,Rangpur,boro_rice_regular,Regular Boro Rice,cereal,yes,4,32000,144000,3000,13500,0,rice_mill,high,estimated
Thakurgaon,Rangpur,wheat,Wheat,cereal,yes,4,10000,31000,6000,18600,0,flour_mill,high,estimated
Thakurgaon,Rangpur,maize,Maize,cereal,yes,4,15000,112500,8000,60000,0,dryer,high,estimated
Thakurgaon,Rangpur,mustard,Mustard/Rapeseed,oilseed,yes,4,14000,16800,12000,14400,5760,oil_mill,high,estimated
Habiganj,Sylhet,aman_rice_long,Traditional Aman Rice,cereal,yes,4,55000,154000,4000,11200,0,rice_mill,high,estimated
Habiganj,Sylhet,boro_rice_regular,Regular Boro Rice,cereal,yes,3,28000,126000,3000,13500,0,rice_mill,medium,estimated
Habiganj,Sylhet,aus_rice,Aus Rice,cereal,yes,3,12000,21600,2000,3600,0,rice_mill,medium,estimated
Habiganj,Sylhet,lentil,Lentil,pulse,yes,3,4000,4000,3000,3000,0,dryer,medium,estimated
Moulvibazar,Sylhet,aman_rice_long,Traditional Aman Rice,cereal,yes,4,40000,112000,3000,8400,0,rice_mill,high,estimated
Moulvibazar,Sylhet,boro_rice_regular,Regular Boro Rice,cereal,yes,3,20000,90000,2000,9000,0,rice_mill,medium,estimated
Moulvibazar,Sylhet,aus_rice,Aus Rice,cereal,yes,3,8000,14400,2000,3600,0,rice_mill,medium,estimated
Moulvibazar,Sylhet,sesame,Sesame,oilseed,no,3,0,0,5000,4500,2340,oil_mill,low,estimated
Sunamganj,Sylhet,aman_rice_long,Traditional Aman Rice,cereal,yes,5,95000,266000,0,0,0,rice_mill,high,actual
Sunamganj,Sylhet,boro_rice_short,Short-duration Boro Rice,cereal,yes,5,65000,273000,5000,21000,0,rice_mill,high,actual
Sunamganj,Sylhet,mustard,Mustard/Rapeseed,oilseed,yes,4,15000,18000,18000,21600,8640,oil_mill,high,estimated
Sunamganj,Sylhet,lentil,Lentil,pulse,yes,3,4000,4000,3000,3000,0,dryer,medium,estimated
Sylhet,Sylhet,aman_rice_long,Traditional Aman Rice,cereal,yes,5,80000,224000,0,0,0,rice_mill,high,actual
Sylhet,Sylhet,boro_rice_regular,Regular Boro Rice,cereal,yes,4,45000,202500,3000,13500,0,rice_mill,high,actual
Sylhet,Sylhet,aus_rice,Aus Rice,cereal,yes,3,10000,18000,2000,3600,0,rice_mill,medium,estimated
Sylhet,Sylhet,mustard,Mustard/Rapeseed,oilseed,no,3,0,0,8000,9600,3840,oil_mill,medium,estimated
Jamalpur,Mymensingh,aman_rice_long,Traditional Aman Rice,cereal,yes,4,52000,145600,5000,14000,0,rice_mill,high,estimated
Jamalpur,Mymensingh,boro_rice_regular,Regular Boro Rice,cereal,yes,4,38000,171000,4000,18000,0,rice_mill,high,estimated
Jamalpur,Mymensingh,sesame,Sesame,oilseed,yes,4,8000,7200,12000,10800,5616,oil_mill,high,estimated
Jamalpur,Mymensingh,mustard,Mustard/Rapeseed,oilseed,yes,4,12000,14400,12000,14400,5760,oil_mill,high,estimated
Jamalpur,Mymensingh,groundnut,Groundnut/Peanut,oilseed,yes,3,4000,6000,6000,9000,4320,oil_mill,medium,estimated
Mymensingh,Mymensingh,aman_rice_long,Traditional Aman Rice,cereal,yes,5,85000,238000,5000,14000,0,rice_mill,high,actual
Mymensingh,Mymensingh,boro_rice_regular,Regular Boro Rice,cereal,yes,5,65000,292500,4000,18000,0,rice_mill,high,actual
Mymensingh,Mymensingh,mustard,Mustard/Rapeseed,oilseed,yes,4,20000,24000,20000,24000,9600,oil_mill,high,estimated
Mymensingh,Mymensingh,lentil,Lentil,pulse,yes,4,10000,10000,6000,6000,0,dryer,high,estimated
Mymensingh,Mymensingh,maize,Maize,cereal,yes,4,12000,90000,6000,45000,0,dryer,high,estimated
Netrokona,Mymensingh,aman_rice_long,Traditional Aman Rice,cereal,yes,5,65000,182000,4000,11200,0,rice_mill,high,actual
Netrokona,Mymensingh,boro_rice_regular,Regular Boro Rice,cereal,yes,4,40000,180000,3000,13500,0,rice_mill,high,estimated
Netrokona,Mymensingh,mustard,Mustard/Rapeseed,oilseed,yes,4,14000,16800,14000,16800,6720,oil_mill,high,estimated
Netrokona,Mymensingh,lentil,Lentil,pulse,yes,3,5000,5000,3000,3000,0,dryer,medium,estimated
Sherpur,Mymensingh,aman_rice_long,Traditional Aman Rice,cereal,yes,4,32000,89600,3000,8400,0,rice_mill,high,estimated
Sherpur,Mymensingh,boro_rice_regular,Regular Boro Rice,cereal,yes,4,25000,112500,2500,11250,0,rice_mill,high,estimated
Sherpur,Mymensingh,sesame,Sesame,oilseed,yes,5,10000,9000,15000,13500,7020,oil_mill,high,estimated
Sherpur,Mymensingh,mustard,Mustard/Rapeseed,oilseed,yes,4,10000,12000,10000,12000,4800,oil_mill,high,estimated
Sherpur,Mymensingh,groundnut,Groundnut/Peanut,oilseed,yes,3,3000,4500,5000,7500,3600,oil_mill,medium,estimated
Bhaluka,Mymensingh,aman_rice_long,Traditional Aman Rice,cereal,yes,3,18000,50400,2000,5600,0,rice_mill,medium,estimated
Bhaluka,Mymensingh,boro_rice_regular,Regular Boro Rice,cereal,yes,3,14000,63000,1500,6750,0,rice_mill,medium,estimated
Bhaluka,Mymensingh,mustard,Mustard/Rapeseed,oilseed,yes,3,5000,6000,6000,7200,2880,oil_mill,medium,estimated
Bhaluka,Mymensingh,maize,Maize,cereal,yes,3,5000,37500,3000,22500,0,dryer,medium,estimated
Coxs Bazar,Chattogram,aman_rice_long,Traditional Aman Rice,cereal,yes,3,25000,70000,3000,8400,0,rice_mill,medium,estimated
Coxs Bazar,Chattogram,mung_bean,Mung Bean,pulse,yes,3,5000,5500,4000,4400,0,dryer,medium,estimated
Coxs Bazar,Chattogram,groundnut,Groundnut/Peanut,oilseed,yes,3,3000,4500,5000,7500,3600,oil_mill,medium,estimated
Munshigonj,Dhaka,aman_rice_short,Short-duration Aman Rice,cereal,yes,4,18000,57600,5000,16000,0,rice_mill,high,estimated
Munshigonj,Dhaka,mustard,Mustard/Rapeseed,oilseed,yes,4,8000,9600,10000,12000,4800,oil_mill,high,estimated
Munshigonj,Dhaka,lentil,Lentil,pulse,yes,3,4000,4000,3000,3000,0,dryer,medium,estimated
Khulna,Khulna,groundnut,Groundnut/Peanut,oilseed,no,3,0,0,5000,7500,3600,oil_mill,medium,estimated
Barisal,Barisal,lentil,Lentil,pulse,yes,3,4000,4000,3000,3000,0,dryer,medium,estimated
Noakhali,Chattogram,mung_bean,Mung Bean,pulse,yes,4,10000,11000,6000,6600,0,dryer,high,estimated
Chattogram,Chattogram,mung_bean,Mung Bean,pulse,yes,3,5000,5500,3000,3300,0,dryer,medium,estimated
Sylhet,Sylhet,lentil,Lentil,pulse,yes,3,3000,3000,2000,2000,0,dryer,low,estimated
Habiganj,Sylhet,mustard,Mustard/Rapeseed,oilseed,yes,3,5000,6000,6000,7200,2880,oil_mill,medium,estimated
Moulvibazar,Sylhet,mustard,Mustard/Rapeseed,oilseed,no,3,0,0,5000,6000,2400,oil_mill,low,estimated
Sunamganj,Sylhet,mung_bean,Mung Bean,pulse,yes,3,4000,4400,2000,2200,0,dryer,medium,estimated
Jamalpur,Mymensingh,lentil,Lentil,pulse,yes,3,4000,4000,3000,3000,0,dryer,medium,estimated
Sherpur,Mymensingh,lentil,Lentil,pulse,yes,3,3000,3000,2000,2000,0,dryer,low,estimated
Barguna,Barisal,groundnut,Groundnut/Peanut,oilseed,no,3,0,0,6000,9000,4320,oil_mill,medium,estimated
Jhalokati,Barisal,groundnut,Groundnut/Peanut,oilseed,no,3,0,0,4000,6000,2880,oil_mill,low,estimated
Pirojpur,Barisal,groundnut,Groundnut/Peanut,oilseed,no,3,0,0,5000,7500,3600,oil_mill,medium,estimated
Chandpur,Chattogram,mung_bean,Mung Bean,pulse,yes,3,4000,4400,2500,2750,0,dryer,medium,estimated
Lakshmipur,Chattogram,groundnut,Groundnut/Peanut,oilseed,no,3,0,0,4000,6000,2880,oil_mill,medium,estimated
Feni,Chattogram,mung_bean,Mung Bean,pulse,yes,3,4000,4400,2500,2750,0,dryer,medium,estimated
Khagrachhari,Chattogram,mung_bean,Mung Bean,pulse,yes,3,3000,3300,2000,2200,0,dryer,medium,estimated
Bandarban,Chattogram,mung_bean,Mung Bean,pulse,yes,3,3000,3300,2000,2200,0,dryer,medium,estimated
Rangamati,Chattogram,mung_bean,Mung Bean,pulse,yes,3,3000,3300,2000,2200,0,dryer,medium,estimated
Cox's Bazar,Chattogram,sunflower,Sunflower,oilseed,no,3,0,0,5000,7500,3000,oil_mill,medium,estimated
Bhola,Barisal,mustard,Mustard/Rapeseed,oilseed,yes,4,12000,14400,10000,12000,4800,oil_mill,high,estimated
Bhola,Barisal,lentil,Lentil,pulse,yes,3,3000,3000,2000,2000,0,dryer,low,estimated
Patuakhali,Barisal,lentil,Lentil,pulse,yes,3,3000,3000,2000,2000,0,dryer,low,estimated
Barguna,Barisal,lentil,Lentil,pulse,yes,3,3000,3000,2000,2000,0,dryer,low,estimated
Satkhira,Khulna,lentil,Lentil,pulse,yes,3,3000,3000,2000,2000,0,dryer,low,estimated
Kushtia,Khulna,lentil,Lentil,pulse,yes,3,5000,5000,3000,3000,0,dryer,medium,estimated
Magura,Khulna,lentil,Lentil,pulse,yes,3,4000,4000,2500,2500,0,dryer,medium,estimated
Narail,Khulna,lentil,Lentil,pulse,yes,3,3000,3000,2000,2000,0,dryer,medium,estimated
Jhenaidah,Khulna,lentil,Lentil,pulse,yes,4,10000,10000,6000,6000,0,dryer,high,estimated
Chuadanga,Khulna,lentil,Lentil,pulse,yes,3,5000,5000,3000,3000,0,dryer,medium,estimated
Jessore,Khulna,mustard,Mustard/Rapeseed,oilseed,yes,5,45000,54000,35000,42000,16800,oil_mill,high,actual
Narsingdi,Dhaka,lentil,Lentil,pulse,yes,3,4000,4000,2500,2500,0,dryer,medium,estimated
Narsingdi,Dhaka,mung_bean,Mung Bean,pulse,yes,3,4000,4400,2500,2750,0,dryer,medium,estimated
Narayanganj,Dhaka,lentil,Lentil,pulse,yes,3,3000,3000,2000,2000,0,dryer,low,estimated
Gazipur,Dhaka,lentil,Lentil,pulse,yes,3,3000,3000,2000,2000,0,dryer,low,estimated
Gazipur,Dhaka,mung_bean,Mung Bean,pulse,yes,3,4000,4400,2500,2750,0,dryer,medium,estimated
Tangail,Dhaka,lentil,Lentil,pulse,yes,4,8000,8000,5000,5000,0,dryer,high,estimated
Kishoreganj,Dhaka,mung_bean,Mung Bean,pulse,yes,3,5000,5500,3000,3300,0,dryer,medium,estimated
Madaripur,Dhaka,lentil,Lentil,pulse,yes,3,5000,5000,3000,3000,0,dryer,medium,estimated
Madaripur,Dhaka,mung_bean,Mung Bean,pulse,yes,3,5000,5500,3000,3300,0,dryer,medium,estimated
Gopalganj,Dhaka,grass_pea,Grass Pea/Khesari,pulse,yes,3,8000,9600,4000,4800,0,dryer,medium,estimated
Shariatpur,Dhaka,lentil,Lentil,pulse,yes,3,4000,4000,2500,2500,0,dryer,medium,estimated
Shariatpur,Dhaka,mung_bean,Mung Bean,pulse,yes,3,4000,4400,2500,2750,0,dryer,medium,estimated
Sirajganj,Rajshahi,mung_bean,Mung Bean,pulse,yes,3,5000,5500,3000,3300,0,dryer,medium,estimated
Pabna,Rajshahi,mung_bean,Mung Bean,pulse,yes,3,5000,5500,3000,3300,0,dryer,medium,estimated
Natore,Rajshahi,lentil,Lentil,pulse,yes,4,10000,10000,6000,6000,0,dryer,high,estimated
Naogaon,Rajshahi,lentil,Lentil,pulse,yes,4,8000,8000,5000,5000,0,dryer,high,estimated
Chapai Nawabganj,Rajshahi,lentil,Lentil,pulse,yes,4,8000,8000,5000,5000,0,dryer,high,estimated
Rajshahi,Rajshahi,lentil,Lentil,pulse,yes,4,10000,10000,6000,6000,0,dryer,high,estimated
Gaibandha,Rangpur,lentil,Lentil,pulse,yes,3,5000,5000,3000,3000,0,dryer,medium,estimated
Kurigram,Rangpur,lentil,Lentil,pulse,yes,3,4000,4000,2500,2500,0,dryer,medium,estimated
Thakurgaon,Rangpur,lentil,Lentil,pulse,yes,3,5000,5000,3000,3000,0,dryer,medium,estimated
Rangpur,Rangpur,lentil,Lentil,pulse,yes,4,8000,8000,5000,5000,0,dryer,high,estimated
Nilphamari,Rangpur,lentil,Lentil,pulse,yes,3,5000,5000,3000,3000,0,dryer,medium,estimated
Panchagarh,Rangpur,lentil,Lentil,pulse,yes,3,4000,4000,2500,2500,0,dryer,medium,estimated
Lalmonirhat,Rangpur,lentil,Lentil,pulse,yes,3,4000,4000,2500,2500,0,dryer,medium,estimated
Kushtia,Khulna,sesame,Sesame,oilseed,yes,4,5000,4500,7000,6300,3276,oil_mill,high,estimated
Jessore,Khulna,groundnut,Groundnut/Peanut,oilseed,yes,3,3000,4500,5000,7500,3600,oil_mill,medium,estimated
Rajshahi,Rajshahi,sesame,Sesame,oilseed,yes,3,4000,3600,6000,5400,2808,oil_mill,medium,estimated
Bogura,Rajshahi,lentil,Lentil,pulse,yes,4,8000,8000,5000,5000,0,dryer,high,estimated
Bogura,Rajshahi,wheat,Wheat,cereal,yes,4,12000,37200,6000,18600,0,flour_mill,high,estimated
Mymensingh,Mymensingh,potato,Potato,tuber,yes,3,8000,176000,3000,66000,0,cold_storage,medium,estimated
Comilla,Chattogram,mung_bean,Mung Bean,pulse,yes,3,6000,6600,3000,3300,0,dryer,medium,estimated
Dinajpur,Rangpur,groundnut,Groundnut/Peanut,oilseed,yes,3,3000,4500,5000,7500,3600,oil_mill,medium,estimated
Rangpur,Rangpur,groundnut,Groundnut/Peanut,oilseed,yes,3,3000,4500,5000,7500,3600,oil_mill,medium,estimated
Gaibandha,Rangpur,mung_bean,Mung Bean,pulse,yes,4,8000,8800,5000,5500,0,dryer,high,estimated
Kurigram,Rangpur,mung_bean,Mung Bean,pulse,yes,3,5000,5500,3000,3300,0,dryer,medium,estimated
Narayanganj,Dhaka,mung_bean,Mung Bean,pulse,yes,3,3000,3300,2000,2200,0,dryer,low,estimated
Dhaka,Dhaka,mung_bean,Mung Bean,pulse,yes,3,4000,4400,2500,2750,0,dryer,medium,estimated
Manikganj,Dhaka,lentil,Lentil,pulse,yes,4,8000,8000,5000,5000,0,dryer,high,estimated
Manikganj,Dhaka,grass_pea,Grass Pea/Khesari,pulse,yes,4,10000,12000,5000,6000,0,dryer,medium,estimated
Rajbari,Dhaka,lentil,Lentil,pulse,yes,4,8000,8000,5000,5000,0,dryer,high,estimated
Rajbari,Dhaka,grass_pea,Grass Pea/Khesari,pulse,yes,4,10000,12000,5000,6000,0,dryer,medium,estimated
Faridpur,Dhaka,mung_bean,Mung Bean,pulse,yes,3,6000,6600,4000,4400,0,dryer,medium,estimated
Faridpur,Dhaka,sesame,Sesame,oilseed,yes,3,4000,3600,6000,5400,2808,oil_mill,medium,estimated
Tangail,Dhaka,mung_bean,Mung Bean,pulse,yes,3,4000,4400,2500,2750,0,dryer,medium,estimated
Tangail,Dhaka,maize,Maize,cereal,yes,3,5000,37500,3000,22500,0,dryer,medium,estimated
Kishoreganj,Dhaka,grass_pea,Grass Pea/Khesari,pulse,yes,4,15000,18000,8000,9600,0,dryer,medium,estimated
Brahmanbaria,Chattogram,mung_bean,Mung Bean,pulse,yes,3,5000,5500,3000,3300,0,dryer,medium,estimated
Brahmanbaria,Chattogram,grass_pea,Grass Pea/Khesari,pulse,yes,3,6000,7200,3000,3600,0,dryer,medium,estimated
Dinajpur,Rangpur,sesame,Sesame,oilseed,yes,3,4000,3600,6000,5400,2808,oil_mill,medium,estimated
Thakurgaon,Rangpur,groundnut,Groundnut/Peanut,oilseed,yes,3,3000,4500,5000,7500,3600,oil_mill,medium,estimated
Panchagarh,Rangpur,groundnut,Groundnut/Peanut,oilseed,yes,3,2000,3000,4000,6000,2880,oil_mill,medium,estimated
Naogaon,Rajshahi,maize,Maize,cereal,yes,4,12000,90000,6000,45000,0,dryer,high,estimated
Natore,Rajshahi,maize,Maize,cereal,yes,3,6000,45000,4000,30000,0,dryer,medium,estimated
Sirajganj,Rajshahi,maize,Maize,cereal,yes,3,5000,37500,3000,22500,0,dryer,medium,estimated
Comilla,Chattogram,maize,Maize,cereal,yes,3,5000,37500,3000,22500,0,dryer,medium,estimated
Mymensingh,Mymensingh,wheat,Wheat,cereal,yes,3,5000,15500,3000,9300,0,flour_mill,medium,estimated
Jamalpur,Mymensingh,wheat,Wheat,cereal,yes,3,4000,12400,3000,9300,0,flour_mill,medium,estimated
Netrokona,Mymensingh,mung_bean,Mung Bean,pulse,yes,3,4000,4400,2500,2750,0,dryer,medium,estimated
Netrokona,Mymensingh,grass_pea,Grass Pea/Khesari,pulse,yes,3,5000,6000,3000,3600,0,dryer,medium,estimated
Kishoreganj,Dhaka,wheat,Wheat,cereal,no,3,0,0,4000,12400,0,flour_mill,low,estimated
Sunamganj,Sylhet,grass_pea,Grass Pea/Khesari,pulse,yes,4,12000,14400,6000,7200,0,dryer,medium,estimated
Sylhet,Sylhet,mung_bean,Mung Bean,pulse,yes,3,3000,3300,2000,2200,0,dryer,low,estimated
Habiganj,Sylhet,mung_bean,Mung Bean,pulse,yes,3,4000,4400,2500,2750,0,dryer,medium,estimated
Habiganj,Sylhet,grass_pea,Grass Pea/Khesari,pulse,yes,3,5000,6000,3000,3600,0,dryer,medium,estimated
Moulvibazar,Sylhet,groundnut,Groundnut/Peanut,oilseed,no,3,0,0,3000,4500,2160,oil_mill,low,estimated
Satkhira,Khulna,mustard,Mustard/Rapeseed,oilseed,yes,4,15000,18000,14000,16800,6720,oil_mill,high,estimated
Bagerhat,Khulna,mustard,Mustard/Rapeseed,oilseed,yes,3,8000,9600,8000,9600,3840,oil_mill,medium,estimated
Bagerhat,Khulna,lentil,Lentil,pulse,yes,3,3000,3000,2000,2000,0,dryer,low,estimated
Narail,Khulna,mung_bean,Mung Bean,pulse,yes,3,4000,4400,2500,2750,0,dryer,medium,estimated
Magura,Khulna,mung_bean,Mung Bean,pulse,yes,3,4000,4400,2500,2750,0,dryer,medium,estimated
Meherpur,Khulna,lentil,Lentil,pulse,yes,3,4000,4000,2500,2500,0,dryer,medium,estimated
Chuadanga,Khulna,mung_bean,Mung Bean,pulse,yes,3,5000,5500,3000,3300,0,dryer,medium,estimated
Jhenaidah,Khulna,mung_bean,Mung Bean,pulse,yes,3,6000,6600,4000,4400,0,dryer,medium,estimated
Jhenaidah,Khulna,sesame,Sesame,oilseed,yes,3,4000,3600,6000,5400,2808,oil_mill,medium,estimated
Dinajpur,Rangpur,hybrid_rice,Hybrid Rice,cereal,yes,4,8000,48000,5000,30000,0,rice_mill,high,estimated
Bogura,Rajshahi,hybrid_rice,Hybrid Rice,cereal,yes,4,6000,36000,4000,24000,0,rice_mill,high,estimated
Rangpur,Rangpur,hybrid_rice,Hybrid Rice,cereal,yes,4,7000,42000,4000,24000,0,rice_mill,high,estimated
Rajshahi,Rajshahi,hybrid_rice,Hybrid Rice,cereal,yes,4,5000,30000,3000,18000,0,rice_mill,high,estimated
Comilla,Chattogram,hybrid_rice,Hybrid Rice,cereal,yes,4,5000,30000,3000,18000,0,rice_mill,high,estimated
Mymensingh,Mymensingh,hybrid_rice,Hybrid Rice,cereal,yes,4,5000,30000,3000,18000,0,rice_mill,high,estimated
Sylhet,Sylhet,hybrid_rice,Hybrid Rice,cereal,no,3,0,0,3000,18000,0,rice_mill,medium,estimated
Brahmanbaria,Chattogram,hybrid_rice,Hybrid Rice,cereal,yes,3,3000,18000,2000,12000,0,rice_mill,medium,estimated
Pabna,Rajshahi,hybrid_rice,Hybrid Rice,cereal,yes,4,5000,30000,3000,18000,0,rice_mill,high,estimated
Natore,Rajshahi,grass_pea,Grass Pea/Khesari,pulse,yes,4,12000,14400,6000,7200,0,dryer,medium,estimated
Pabna,Rajshahi,grass_pea,Grass Pea/Khesari,pulse,yes,4,18000,21600,8000,9600,0,dryer,medium,estimated
Rajshahi,Rajshahi,grass_pea,Grass Pea/Khesari,pulse,yes,4,10000,12000,5000,6000,0,dryer,medium,estimated
Faridpur,Dhaka,wheat,Wheat,cereal,yes,3,5000,15500,3000,9300,0,flour_mill,medium,estimated
Rajbari,Dhaka,wheat,Wheat,cereal,yes,3,4000,12400,3000,9300,0,flour_mill,medium,estimated
Manikganj,Dhaka,wheat,Wheat,cereal,no,3,0,0,3000,9300,0,flour_mill,low,estimated
Comilla,Chattogram,wheat,Wheat,cereal,yes,3,5000,15500,3000,9300,0,flour_mill,medium,estimated
Sylhet,Sylhet,potato,Potato,tuber,yes,3,5000,110000,2000,44000,0,cold_storage,medium,estimated
Habiganj,Sylhet,potato,Potato,tuber,yes,3,4000,88000,2000,44000,0,cold_storage,medium,estimated
Comilla,Chattogram,onion,Onion,vegetable,yes,3,5000,52500,3000,31500,0,cold_storage,medium,estimated
Bogura,Rajshahi,onion,Onion,vegetable,yes,3,6000,63000,4000,42000,0,cold_storage,medium,estimated
Dinajpur,Rangpur,onion,Onion,vegetable,yes,3,5000,52500,3000,31500,0,cold_storage,medium,estimated
Rangpur,Rangpur,onion,Onion,vegetable,yes,3,5000,52500,3000,31500,0,cold_storage,medium,estimated
Dhaka,Dhaka,onion,Onion,vegetable,yes,3,4000,42000,2500,26250,0,cold_storage,medium,estimated
Mymensingh,Mymensingh,onion,Onion,vegetable,yes,3,4000,42000,2500,26250,0,cold_storage,medium,estimated
Chapai Nawabganj,Rajshahi,onion,Onion,vegetable,yes,4,8000,84000,5000,52500,0,cold_storage,high,estimated
Natore,Rajshahi,garlic,Garlic,spice,yes,4,6000,45000,4000,30000,0,cold_storage,high,estimated
Pabna,Rajshahi,garlic,Garlic,spice,yes,4,5000,37500,3000,22500,0,cold_storage,high,estimated
Faridpur,Dhaka,garlic,Garlic,spice,yes,4,5000,37500,3000,22500,0,cold_storage,high,estimated
Rajbari,Dhaka,garlic,Garlic,spice,yes,4,6000,45000,4000,30000,0,cold_storage,high,actual
Manikganj,Dhaka,garlic,Garlic,spice,yes,3,3000,22500,2000,15000,0,cold_storage,medium,estimated
Meherpur,Khulna,garlic,Garlic,spice,yes,3,2000,15000,1500,11250,0,cold_storage,medium,estimated
Jessore,Khulna,garlic,Garlic,spice,yes,3,2500,18750,1500,11250,0,cold_storage,medium,estimated
Jhenaidah,Khulna,garlic,Garlic,spice,yes,3,2000,15000,1500,11250,0,cold_storage,medium,estimated
Kushtia,Khulna,garlic,Garlic,spice,yes,3,2000,15000,1500,11250,0,cold_storage,medium,estimated
Bogura,Rajshahi,garlic,Garlic,spice,yes,3,3000,22500,2000,15000,0,cold_storage,medium,estimated
Rangpur,Rangpur,garlic,Garlic,spice,yes,3,3000,22500,2000,15000,0,cold_storage,medium,estimated
Dinajpur,Rangpur,garlic,Garlic,spice,yes,3,3000,22500,2000,15000,0,cold_storage,medium,estimated
Noakhali,Chattogram,sunflower,Sunflower,oilseed,no,3,0,0,6000,9000,3600,oil_mill,medium,estimated
Barisal,Barisal,groundnut,Groundnut/Peanut,oilseed,no,3,0,0,5000,7500,3600,oil_mill,medium,estimated
